Hours,COM,MFH,SFH,APPRT
0,0.41740619203880724,0.45310559006211176,0.340423817581178,0.340423817581178
1,0.39611927521757745,0.357335107956226,0.2964003706389493,0.2964003706389493
2,0.41252675131973177,0.3437000887311446,0.30790024977842234,0.30790024977842234
3,0.4526751319731773,0.3783200236616386,0.34779832406735955,0.34779832406735955
4,0.5107433300042802,0.5205856255545697,0.4409213600837966,0.4409213600837966
5,0.5863746611499501,0.7999408459035788,0.6384437192812827,0.6384437192812827
6,0.6953488372093023,0.8093759242827566,0.8157360406091371,0.8157360406091371
7,0.7406334712512483,0.7869565217391304,0.7629824349367497,0.7629824349367497
8,0.7633185903837922,0.7677314404022478,0.7085589396503102,0.7085589396503102
9,0.7047938364959337,0.7320910973084886,0.6600958826847152,0.6600958826847152
10,0.6517905550007134,0.7046583850931678,0.6160724357424865,0.6160724357424865
11,0.6078327864174633,0.6773883466430051,0.5864092337442591,0.5864092337442591
12,0.5756313311456698,0.6668145519077197,0.5764140681653372,0.5764140681653372
13,0.5637180767584533,0.6555900621118013,0.5779933123841753,0.5779933123841753
14,0.5586816949636182,0.6557527358769595,0.5937756828619772,0.5937756828619772
15,0.553902125838208,0.6706152026027803,0.6194706308919506,0.6194706308919506
16,0.5604936510201171,0.7033569949719017,0.6519941986947063,0.6519941986947063
17,0.5635611356826937,0.740505767524401,0.688246313753928,0.688246313753928
18,0.5480239691824796,0.7698166223010944,0.7065667552977198,0.7065667552977198
19,0.5380082750749037,0.7873706004140787,0.709741358472323,0.709741358472323
20,0.5311599372235698,0.7822241940254363,0.6787305615985819,0.6787305615985819
21,0.49834498501926094,0.7114758947057085,0.5938582708887277,0.5938582708887277
22,0.41743472677985444,0.5967613132209406,0.4133248730964467,0.4133248730964467
23,0.37480382365530035,0.424120082815735,0.30742889372330995,0.30742889372330995
24,0.4019688971322585,0.34557823129251697,0.30575900410925794,0.30575900410925794
25,0.4234127550292481,0.38052351375332744,0.3217810812988478,0.3217810812988478
26,0.4398202311314025,0.36978704525288375,0.33328096043832084,0.33328096043832084
27,0.48290769011271223,0.40440698018337773,0.37317903472725805,0.37317903472725805
28,0.5420744756741332,0.5524696835255842,0.468840141809685,0.468840141809685
29,0.6246825510058496,0.8463176574977817,0.6790528563371203,0.6790528563371203
30,0.7383078898558996,0.8528541851523218,0.866497461928934,0.866497461928934
31,0.7859181052931945,0.8304347826086956,0.8112057851905567,0.8112057851905567
32,0.8062776430303895,0.811209701271813,0.7542442188381274,0.7542442188381274
33,0.7460408046796976,0.7755693581780538,0.7032430908065426,0.7032430908065426
34,0.6930375231844771,0.7452380952380953,0.6617577149303038,0.6617577149303038
35,0.6444285918105294,0.7179680567879325,0.6295564418660866,0.6295564418660866
36,0.6139392210015694,0.7073942620526472,0.6195612762871646,0.6195612762871646
37,0.6003138821515194,0.6961697722567288,0.6211405205060027,0.6211405205060027
38,0.5952775003566843,0.6992309967465248,0.6369228909838046,0.6369228909838046
39,0.590497931231274,0.7111949127477077,0.6626178390137781,0.6626178390137781
40,0.5970894564131831,0.746835255841467,0.6976794778825235,0.6976794778825235
41,0.5978313596804109,0.7839840283939663,0.7339315929417453,0.7339315929417453
42,0.5822941931801969,0.8132948831706596,0.7522520344855371,0.7522520344855371
43,0.5722784990726208,0.8308488612836439,0.7554266376601403,0.7554266376601403
44,0.5660436581538022,0.8228039041703638,0.7218777697204093,0.7218777697204093
45,0.5279640462262805,0.7491570541259982,0.6319293368785754,0.6319293368785754
46,0.44240262519617635,0.6315439219165927,0.4412436548223351,0.4412436548223351
47,0.3997717220716222,0.4473084886128364,0.3328096043832084,0.3328096043832084
48,0.47871308317877015,0.39775214433599526,0.37682499395697366,0.37682499395697366
49,0.5030960194036239,0.429798876072168,0.3877709290145838,0.3877709290145838
50,0.5195034955057783,0.43065661047027504,0.39927080815405686,0.39927080815405686
